NEIGHBORHOOD,ZIP_CODE,PROP_TYPE,SQUARE_FEET,LOT_SIZE,NO_BEDROOMS,TOTAL_BATHS,LIST_PRICE,Predicted_Rent,structural_issues,financing_limitations,property_condition,legal_or_disclosure_gaps,environmental,Disclosure,disclosure_risk_score
,1860,SF,1530,7148.0,3,2,294764.0,6104.557669223677,False,False,False,False,False,"Listed as a single-family in MLS# 73244310. Original heating system in great shape, recently serviced w/ updates to some pipes and new expansion tank. Snow removal doesn't include driveway. Owner responsible for maintenance of large bush and tree in front. HOA is not FHA approved.",0.0
,2657,CC,1247,,2,3,2195000.0,4980.649717129956,False,False,False,False,False,Home has an approved variance for a 2 unit building. Building must meet requirements per Building Department. Home being sold as a single family. Seller and sellers agents make no declarations or warranties. Buyer/Buyer agent to do own due diligence. See document for Variance.,0.0
,2657,SF,1730,3480.0,3,2,1799900.0,5329.174896155293,False,False,False,True,False,Seller has never lived in the unit.,0.1
,1906,SF,2809,6251.0,3,3,549900.0,7178.679010373873,False,False,False,False,False,Unit could use some sweat equity and is a great value. Unit is in the back of the Building NOT facing Elm St..,0.0
,1440,MF,3624,6545.0,9,3,448800.0,7029.302458573259,True,False,True,False,False,"Subject to Probate Petition for Sale of Real Estate. Closing date min 90 days from signing of P&S. Home to be sold ""AS IS"".  Seller has not lived in property for many years. Younger gas boiler 2015, full bath 2018 and roof (age unknown). Some window seals are broken. Knob and tube wiring - 100 amp.",0.5
,1906,SF,1249,5101.0,3,2,529900.0,5823.3994258848825,False,False,False,False,False,See superintendent for school information. Next annual association meeting in September 2024. Public record has property as a 3 bedroom but property has 4 rooms that meet the criteria for a bedroom. Gates Lane is a private way.,0.0
,1982,SF,5395,263102.0,4,4,1575000.0,7519.241933039266,False,False,False,False,False,Agent has ownership interest in property.,0.0
,2148,CC,1008,,2,2,419000.0,4688.747501466769,False,False,False,False,False,"Two dogs 35 pounds or under, or one dog weighing 75 pounds or under allowed, plus breed restrictions. See Master Deed for full rules.",0.0
,1463,SF,2146,44405.0,3,2,459900.0,6674.097376622587,False,False,False,False,False,Common area outside with grill and fire pit. 2 assigned parking spaces. Some photos have been virtually staged.,0.0
,1821,SF,1951,14070.0,3,2,659900.0,6679.512415054713,False,False,False,False,False,Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. Offer Deadline Monday at 5pm - sellers reserve the right to accept an offer at any time. Contingent on sellers finding suitable housing.,0.0
,2368,CC,1694,,2,3,425000.0,5048.451604659328,False,False,False,False,False,Please see sellers disclosure and pet rules attached.  Management has told the sellers that the deck is currently unsafe to occupy.  Management has also stated that the decks should be fixed this year.,0.0
,2145,CC,988,,3,2,695000.0,4821.839422885914,True,False,False,False,False,Buyer/buyers agent to do own due diligence. All offers to have updated pre-approval or proof of funds.,0.3
,1890,CC,1346,,2,3,749000.0,6023.538637997515,False,False,False,False,False,Seller unsure if primary bedroom flooring is all hardwood.,0.0
The Manor,2420,SF,2573,6970.0,3,4,1550000.0,,False,False,False,False,False,"House Currently On Cesspool, Sellers Getting Quotes To Tie Into Town Sewer or Septic System. Call Listing Agent For Further Information. Wood Stove In Family Room Has Not Been Used In Years",0.0
,1748,SF,3179,45529.0,4,3,1279000.0,7274.411787159725,False,False,False,False,False,"Electronics system in the family room is staying as a gift to the buyers.  Audio and visual security system active. No electrical outlets in the basement bonus room, only overhead lighting.",0.0
,1867,CC,817,0.0,1,2,399900.0,4448.055402705912,False,False,False,False,False,"Subject to sellers securing a suitable rental. One burner on stove doesn't work, one pocket door is not operating smoothly, and there is a garage window and basement casement windows that will need replacement.",0.0
,2478,SF,1770,39792.0,3,3,1795000.0,5674.129137227368,False,False,False,False,False,seller has never occupied dwelling; some photos virtually staged.,0.0
,2062,SF,1128,10000.0,2,1,595000.0,4362.666068461789,True,False,False,False,False,"Dishwasher does not work, Special assessment will cover exterior building work. This unit was recently remodeled with the ""pilot program"" and has a 5 year warranty on all the work done including, new windows, doors, water proofing, drywall, floors..",0.3
,2360,SF,1681,26097.0,3,2,599000.0,5590.373879802579,False,False,False,False,False,OFFER DEADLINE: Sunday 6/30 At 7:00pm. Make Offers Good Through Monday 7/1 at 7:00pm,0.0
,2190,SF,1689,16988.0,4,2,755000.0,5576.958093410101,False,False,False,False,False,Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. 2nd bedroom doesnt have a closet. Property to be sold as-is.,0.0
,2067,CC,3419,,2,3,894900.0,5991.937269873082,False,False,False,False,False,Property sold as-is.,0.0
,2118,CC,1138,1042.0,2,1,1100000.0,3739.616110424949,False,False,True,False,False,Estate Sale - property offered in AS-IS condition. Seller makes no representations or warranties regarding the condition of the property. Buyers should perform their own due diligence.,0.2
,2129,MF,3332,2001.0,4,4,1795000.0,5283.4487936263695,False,False,False,False,False,"Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. Please have buyers drive by prior to scheduling, exterior needs extensive work. Sold AS-IS",0.0
,2777,SF,2400,60983.0,4,3,799000.0,6104.092366524857,True,False,False,False,False,"Building totally renovated 21 years ago. Roof is 4 years old. Instant water heater is 5 years old. Microwave is 1 years old. Furnace is 21 years old. In very heavy rain, a puddle will form in one area of the basement. No waste disposal in kitchen.",0.3
,2025,SF,1750,8168.0,3,2,995000.0,6129.509839682889,False,False,False,False,False,"sprinkler system is run by private well, lamp post at driveway is on separate elec bill $7.00 approx , 3 photos of lawn have been enhanced due to weather conditions , rug on b'ment stairs and around pool are being replaced ,",0.0
,2066,CC,1455,,2,2,995000.0,5177.74083887596,True,False,False,False,False,"Flood insurance is $1284 annually -- half is paid by the unit owner and half is paid by the association. North Chelmsford has a water bond debt in place, $70 two times a year for 25 years.",0.3
,1775,SF,4948,56846.0,4,4,1549000.0,7519.241933039266,False,False,False,False,False,"New gas lines installed within 30 days. New conversion, condo fees estimated, docs recorded at closing. 2-pet max. Currently assessed as 3-fam, will be assessed as condos Jan 2025. Parking listed is by custom (not deeded) on the private way, in front of the building.",0.0
,2420,SF,2976,13000.0,4,4,1995000.0,6138.925991821863,False,False,True,False,False,Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. Condition of appliances unknown. Each unit is heated by parlor stove. Sold as is. 2 new electric panels installed.,0.2
,2130,CC,1100,,3,2,899900.0,4612.223263368727,False,False,False,False,False,Seller or listing agent make no representations as to the accuracy of any information in this listing. Buyer/Agent do your own due diligence.,0.0
,2143,CC,1244,,2,2,950000.0,4689.265964712263,False,False,True,False,False,Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. Bedroom 2 does not have a closet. Being sold as is.,0.2
,2176,SF,1428,4792.0,4,2,699000.0,5359.498658062122,False,False,False,False,False,Some photos may be virtually enhanced. Buyer/agent due diligence.,0.0
,1742,SF,5824,25227.0,5,6,3745000.0,7563.52885982539,False,False,False,True,False,Trustee of estate has never lived in the property therefore no seller's disclosure - Storage cage #55 - Parking Spot #221,0.1
,2360,SF,1036,0.34,2,1,349900.0,3645.3078469531033,True,False,False,False,False,"Kitchen redone in 2008, 3-Season Porch Insulated, Deck Painted 2022, Septic Pumped Every 2 Years and New D Box 2024, Detached 2 Car Garage Built 2000, Heating System Under 5 Years Old, Roof 2013, Generator Hookup Outside Under Porch, Windows Original, Washer Lid Hinge Broken Still Works",0.3
,1801,SF,1253,42253.0,3,2,675000.0,6001.5611621156095,False,False,False,False,False,Zoned 61 A Agricultural. Pool table and piano to stay. Modular home. Propane tank for stove leased from Superior Energy. Property could be purchased with 12 L Turner Drive and or The Orchard at 13 L Turner Drive. OFFERS DUE 7/23 @ 6pm,0.0
,2382,SF,1716,10576.0,3,2,549900.0,5594.284238113223,False,False,False,False,False,Public water line is on Bayberry.,0.0
,1151,SF,1056,8159.0,4,1,299900.0,4492.143328095315,False,False,False,True,False,Buyers and buyers' agents to do due diligence and verify all information. Seller has never lived in property. Brokerage has financial interest in property. Subject to buyer assuming solar lease. Offer deadline Monday at 5pm. Please allow 24hrs to review.,0.1
,2562,SF,2244,20449.0,4,2,525000.0,5582.252774083838,False,False,False,False,False,"MANDATORY; $1,000/yearly food minimum required in oceanside Clubhouse Restaurant.  Special Assessment of 76.00 until Dec. 2024.",0.0
,1001,SF,768,16553.0,2,1,224900.0,4364.061375761586,False,False,False,False,False,Subject to seller finding suitable housing.,0.0
,2351,SF,1385,19583.0,3,1,532500.0,4184.695844079493,False,False,True,False,False,The unit will be sold As is.,0.2
,1089,CC,2443,,3,3,499000.0,6795.406796081927,False,False,False,True,False,See Seller's  Statement of Property Condition and Seller's Info Sheet in MLS for additional property information and disclosures. Some images have been virtually enhanced. Propane tank is leased by Lorden Oil Co. Audio/video recording on site. Buyer to independently verify all information.,0.1
,1077,SF,2592,8600.0,3,4,849900.0,7606.038791567197,False,False,True,False,False,"Shed is ""as is"". Boston Edison easement.",0.2
,1033,SF,1235,60473.0,3,2,419987.0,6006.503642121568,False,False,False,False,False,Buyer responsibility to replace septic system. Water mitigation buyers responsibility.,0.0
Irongate,1810,SF,3375,26397.0,4,3,1100000.0,,True,False,False,False,False,"Recent tests done on foundation by condo association revealed structural issues and pyrrhotite in another building. $8,000 special assessment upcoming. Unit cannot be financed. CASH BUYERS ONLY. Dishwasher & range are broken. SOLD AS-IS, AS SEEN. Buyer & agent to perform all due diligence.",0.3
,1801,CC,1200,,1,1,489900.0,3402.574084791539,False,False,False,False,False,"Once project is completed, there will be new sidewalks and the street will be repaved. All houses will have paved driveways as well. Pictures of interior are pictures of similar house which is completed.",0.0
,2724,MF,2068,3785.0,4,2,999000.0,5396.863754452035,False,False,False,False,False,Showingtime is up. Property can be shown Monday by appointment.,0.0
,2176,CC,1200,,2,1,485000.0,3577.2923666861752,False,False,False,False,False,Subject to sellers obtaining suitable housing. Buyer agents & buyers to perform due diligence.,0.0
PREP AREA,1923,SF,3378,12998.0,4,4,949000.0,,False,False,False,False,False,Shed & raised herb garden do NOT convey with property. Buyer's and their representatives to conduct any and all due diligence.,0.0
Sidewalks to town center & Doherty Middle School!,1810,SF,1340,19600.0,2,2,599000.0,,False,False,True,False,False,The unit will be sold as is.,0.2
,1950,SF,1566,12196.0,3,2,749900.0,6261.75564234181,False,False,False,False,False,"Buyer and buyer agent,""all information contained herein should be verified by interested parties.""Pets allowed with restrictions TO BE VERIFIED with management company.",0.0
,1845,SF,2628,14549.0,4,3,899000.0,7291.311069585077,False,False,False,False,False,"Listing agent is relative to seller, see written disclosure attached under paperclip, disclosure should be signed and submitted by buyer when submitting offer.",0.0
,2478,CC,2979,,3,4,1869000.0,5156.397462465759,False,False,False,False,False,bonus room couch negotiable,0.0
,2451,SF,1752,3315.0,4,2,724900.0,5385.001782971271,False,False,False,False,False,HOA Fee + Taxes TBD prior to closing.Buyer/ Buyers agent due diligence. Seller agent makes no representation.,0.0
,2472,CC,1408,,2,2,699900.0,4892.103288765495,False,False,False,False,False,See attachments.,0.0
,2045,SF,1895,8823.0,3,3,1595000.0,7274.467299797733,True,False,False,False,False,Sump pump installed in basement.,0.3
,2136,SF,1200,5000.0,3,2,719000.0,5197.208790881315,False,False,False,False,False,Taxes are an estimate. One year builders warranty included. Living Area is approximate. Condo Fees and Taxes TBD and both listed here are estimates. Unit is a condominium which lives like a single family.,0.0
,1876,SF,1114,12640.0,3,1,399000.0,4497.562152583892,False,False,False,False,False,Taxes are an estimate. One year builders warranty included. Living Area is approximate. Condo Fees and Taxes TBD and both listed here are estimates.,0.0
,1938,CC,1123,,2,2,399000.0,5040.473237477227,False,False,False,False,False,"Floor plans and sq. ft. measurements are approximate and for marketing only, buyer or buyer agent to verify",0.0
,1970,CC,1465,7056.0,3,2,499000.0,6102.212596087064,False,False,False,False,True,Seller will deliver property with 6 lead compliance letters,0.15
,1904,CC,1954,,2,3,495000.0,6047.511849535348,False,False,False,False,False,Investor owned; photos taken prior to tenants occupancy on all 3 apartments,0.0
,1938,SF,1917,12419.0,3,2,845000.0,6655.58664651353,False,False,False,False,False,Sale subject to probate court approval. Sale subject to suitable housing for the Seller. Buyer & Buyer's Agent responsible for property due diligence. All property information was sourced from MLS PIN and Lawrence Property Assessor Database (Vision Government Solutions).,0.0
,1923,SF,1778,7000.0,4,2,559000.0,5877.861781974776,False,False,False,False,False,Buyers and agents to do due diligence. Measurements provided by photographer are approximate.,0.0
,1983,CC,3060,,2,4,864900.0,6341.976562708367,False,False,False,False,False,HOA Fee of $88/month covers maintenance of common areas and trash collection. 500 gallon inground propane tank owned by Osterman Propane.,0.0
,1835,SF,1476,7950.0,2,2,499900.0,5900.079031291953,False,False,False,False,False,Sq Ft is approximately only and not considered accurate as “As Built “measurements have not yet been taken. All numbers regarding taxes and condo fees are estimates as budget and condo docs have not been finalized. Taxes have not yet been set by the City of Cambridge. Photos are virtually staged.,0.0
,1906,SF,984,5998.0,3,1,590000.0,4378.810577591294,False,False,False,False,False,Exterior of home is currently being repainted. Living Area Sq Ft. does not include the partially finished basement.,0.0
,1907,SF,2258,4965.0,5,3,875000.0,7006.626810116064,False,False,False,True,False,Seller has never lived in the p;roperty,0.1
,2129,CC,662,,2,1,499000.0,3207.9716057378414,False,False,False,False,False,Seller will need a delayed closing or rent back while their house is finished. Completion is expected in August.,0.0
,2653,SF,2196,16117.0,4,3,1375000.0,6047.129597882064,False,False,False,False,False,Property is being sold through Conservator must be approved by probate court,0.0
,2445,CC,1658,,3,2,1295000.0,4975.828139404624,False,False,False,False,False,Buyers/Buyers agents to do their due diligence.,0.0
,2458,CC,1824,,3,2,999000.0,4958.826765581802,False,False,False,False,False,The listing agent is owner.  Preferred closing date end of September.,0.0
,2119,CC,667,,1,1,499950.0,3174.900499203261,False,False,False,False,False,Distribution box being replaced in septic system. Certificate of Compliance will be obtained prior to closing.,0.0
,2493,SF,3500,22100.0,4,3,3200000.0,6109.0189415996,False,False,False,False,False,Finished basement completed by a prior owner.,0.0
,2139,CC,1005,,3,1,850000.0,3679.45359230289,False,False,False,False,False,Public record states 6 beds. Some bedrooms do not have closets but are ample size to add them back in. Taxes reflect Boston residential exemption.,0.0
,2151,SF,1117,5009.0,4,1,499100.0,4167.076415967218,False,False,False,False,False,"No residential exemption for taxes in place; Special assessment currently in place until 2026 and seller will pay the remaining amount; $700 move-in fee; replacement of fob or gym card $50; Photos virtually staged, Pet friendly building, No smoking building.  Ask listing agent about financing.",0.0
,2186,SF,1218,3502.0,2,2,645000.0,5162.729785795404,False,False,False,False,False,"Buyers & buyers agents to do due diligence. Some photos may be virtually enhanced. Dining rm on 1st flr is being used as 3rd bed. Basement is being used as studio, City has property as 4 beds, 2 baths. 25 Locust is on double lot, surveyed for fence. Taxes and acreage combined. Buyer to assume solar.",0.0
,2114,CC,310,,0,1,399000.0,2600.1875107275328,False,False,False,False,False,Agent relying on seller and public record for all info. Buyers and buyer agents advised to do their own due diligence.,0.0
,2114,CC,310,,0,1,399000.0,2600.1875107275328,False,False,False,False,False,"Offers, if any, will be due on Tuesday, July 30th by 11am. Offers to be submitted in one clean PDF file. Sellers are installing a brand new septic system in August 2024 at their expense. No central AC in the basement.",0.0
,2128,SF,1200,760.0,2,2,629000.0,4608.671568885777,True,False,False,False,False,"Updates include - interior painting, remodeled bathroom, custom built-ins, interior lighting, fence, chimney, exterior painting garage,  insulation, washer/dryer & landscaping. Subject to seller finding suitable housing.",0.3
,2118,CC,1263,1263.0,2,2,1249000.0,5134.608708124469,False,False,False,False,False,Rentals are restricted for first two years of ownership. See Master Deed Amendment attached in MLS,0.0
,2563,SF,1008,14810.0,3,1,559000.0,4070.605934160664,False,False,False,False,False,Solar Panels are owned!  You get all the savings.  The septic is rated for 5 bedrooms. Public record has it as a 4 bedroom.  The upstairs Den has a walk-in closet and could be a 5th bedroom,0.0
,1721,CC,2064,,2,3,599900.0,6043.951277722353,False,False,False,False,False,See attached. 1 Bedroom Unit moving out Sept 1st. If offers Please due by 8/20/24 10am.,0.0
,2110,CC,752,,1,1,685000.0,3403.669169499091,False,False,False,False,False,Solar Panels are owned and will convey with the sale. Free electricity.,0.0
,1721,CC,2204,,2,3,630000.0,6038.002451916736,False,False,True,False,False,"Seller nor agent/broker, make any representations as to the accuracy of any information contained herein. Buyer(s) / buyer(s) agent must conduct their own due diligence, verification, and research are relying solely on the same. Room count, size, renovations and more. Sold ""as is"" and ""where is.""",0.2
,2140,CC,1193,,2,2,1199900.0,4623.953273290267,False,False,False,False,False,"Buyer or Buyer Agent to do their own due diligence, all information deemed reliable but not guaranteed. Measurements are approximate per floor plans",0.0
,2472,CC,1080,,2,2,599000.0,4847.261012136363,False,False,False,False,False,Condo association has earmarked $1074 of reserve funds to repair fence.,0.0
,2125,CC,1445,,2,2,799900.0,4444.905420081783,False,False,False,False,False,Seller is working on finishing basement so bring your ideas.,0.0
,2113,CC,850,,2,1,925000.0,3705.079703229375,True,False,False,False,False,Seller has not occupied property. List agent has ownership interest. Three windows in dining area as well as skylights have broken seals. No escalation clauses.,0.3
,2126,CC,1600,,3,3,549900.0,4758.1067091594505,False,False,False,False,False,"While information in this listing is deemed accurate, it is provided for marketing purposes only. All information shall be independently verified by buyer/broker. Seller reserves the right to accept an offer at any time. All offers presented as they come in.",0.0
,2127,SF,3670,3750.0,4,4,2799000.0,5409.383377581399,False,False,False,False,False,All descriptions and measurements are approximate. Buyers and buyers agents to exercise all due diligence.,0.0
,2118,SF,1353,451.0,2,1,889000.0,3947.1928836874654,False,False,False,False,False,"new retaining wall 2024, new W&D, new gas hookup, new furnace 2023, water heater is electric",0.0
,2129,CC,1788,,3,3,1699000.0,4833.432609511837,True,False,False,False,False,"Solar lease transferred to buyer at closing. New/recent roof, elec panel, heat, central air, hot water, generator, pool, bay window, mini split. Buyer to do own due diligence.",0.3
,2109,CC,1236,,2,2,1295000.0,5050.754079967435,True,False,False,True,True,Some photos virtually staged. Flood zone. House on steel H beam pilings enabling flood insurance coverage. Buyer and buyers agent to use all due diligence pertaining to listing as seller has never lived in the property.,0.55
,2145,CC,1668,,2,3,1275000.0,4851.428172443677,False,False,False,False,False,All data is approximate - buyer and buyer agent responsible for due diligence. Upstairs bath unheated,0.0
,2139,MF,2250,4007.0,4,3,1699000.0,5612.468441722629,False,False,False,False,False,Buyers to perform due diligence regarding title V. Property is believed to be on septic. Seller has not lived in this property and makes no representations or warranties.,0.0
,2155,SF,3400,4471.0,5,5,1530000.0,5726.881999851308,True,False,False,True,True,"No representations/warranty are made by the seller or their agents about the property.  Sq. footage inclusive of loft/bedroom. Certified de-leaded. Pets allowed/approved by Trustees. SS appliances, Roof sealed, and new gutters.",0.55
,2332,SF,2054,109182.0,4,3,1095000.0,6058.718819358668,False,False,False,True,False,Buyer and Buyer's Agent to verify all information and perform their own due diligence.,0.1
,2152,CC,1006,,2,1,459995.0,3569.5630198044896,False,False,False,False,False,Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. WELCOMING SHOWINGS FOR BACK UP OFFERS,0.0
,1562,SF,1346,137972.0,3,3,419900.0,6842.147808784394,False,False,False,False,False,Woodstove and light fixture in front small bedroom do not remain,0.0
,1778,SF,1216,34412.0,2,1,589900.0,4385.306571274361,False,False,False,False,False,Buyer Agent to perform all due-diligence. Seller never occupied. Neither seller or listing agent make any representations as to the accuracy of any information contained herein. Buyer/buyer agent must conduct their own due diligence & verifications. AS-IS CONDITION,0.0
,2061,SF,1970,22125.0,3,1,699000.0,4993.823404854977,False,False,False,False,False,"In March of 2024, a 3rd party company hired by the town of Dartmouth assessed the property as a multi family.  After listing the property publicly on MLS, the town became aware and said it was assessed incorrectly and is still considered a single family.",0.0
,2210,CC,1537,,2,3,3299000.0,4931.505457722671,False,False,False,False,False,Davisville Rd just past Shaker rd entrance 375-378. Take a right at the first building.,0.0
,2129,CC,554,,1,1,562000.0,2943.658446886529,False,False,False,False,False,3 bedroom septic system has been updated for full compliance as of April 2024,0.0
,2150,CC,575,,2,2,99000.0,4540.293125861047,True,False,False,False,False,"Flood insurance $2,430/year. Home not currently heated, Seller getting costs to add heat & AC. With AC the Summer rental estimate is $5800/week. Deeded rights to a beach steps away! Assessor confirmed legal 3 BR home. Shared septic, passed Title 5 inspection. Being sold mostly furnished.",0.3
,2537,SF,1792,24829.0,3,2,899000.0,5595.80330482968,False,False,True,False,False,"Property for sale in AS IS condition. Buyer to assume Sewer Betterment. Sewer Betterment remaining is $10,007.99 at $435.13 annually divided between 3rd and 4th quarters at 0%  with apx 23 years remaining.",0.2
,2129,CC,1335,,3,2,1199000.0,4641.221145119831,False,False,False,False,False,Two panel electric cooktop not functional.   Sold as-is.  Replacement approx. $500,0.0
,1970,SF,1114,1276.0,3,1,555000.0,4081.792695852074,False,False,False,False,False,Open house being held Saturday 4/13/24 11am-1pm and Sunday 4/14/24 from 12-2pm. Please note Town Field Card has property listed as a one bedroom - it shows as a 2 bedroom and does have a 2 bedroom septic. Fireplace should be inspected prior to use.,0.0
,2118,CC,1681,1681.0,2,2,1395000.0,5462.098260752935,True,False,False,False,True,"title V in process, not in flood zone, furniture negotiable, shed in disrepair",0.45
,2129,CC,623,,1,1,599000.0,3023.848720020794,False,False,False,False,False,Seller is licensed MA RE agent,0.0
,2114,CC,626,626.0,0,1,425000.0,3450.20559647931,False,False,False,False,False,"3 bedroom septic system, one bedroom currently used as an office. Hot tub and all appliances to remain. HOA Beach, walking trails and common area maintenance.",0.0
,2468,SF,6436,22748.0,6,7,3699000.0,6151.564467983534,False,False,False,False,False,Seller/builder may adjust specs as needed. Upgrades to be discussed directly with builder.,0.0
,2026,SF,1341,9472.0,4,2,670000.0,5902.819388469502,True,False,True,True,False,Occasional seepage with driving rain in basement; sump pump; Buyer and agent to verify all information. Buyer acknowledges and accepts that Seller makes no warranties or representations /guarantees on property.,0.6
,2062,CC,1406,21780.0,3,2,609900.0,6288.521000512905,False,False,False,False,False,Historical area - exterior work needs approval,0.0
,2459,SF,3024,23913.0,3,3,1878000.0,5681.600203493421,False,False,False,False,False,"$300/year Clark Shores Association membership fee includes the cost of maintaining roads, beaches, the community hall, boat ramp, and association events/activities. Members may purchase boat ramp keys for a $20 two year fee. Property is connected to community well paying $225/mo.",0.0
,2445,CC,1860,,2,3,1179000.0,5067.360990303554,False,False,False,False,False,Dishwasher being replaced before closing. Seller requests end of September close date. List agent related to seller. Furniture negotiable.,0.0
,2494,SF,2567,5009.0,3,3,1390000.0,5346.550612041919,False,False,False,False,True,"Attachments: Floor plan, seller's disclosure, lead paint disclosure.",0.15
,2445,CC,1390,,3,2,1299000.0,5005.153711541794,False,False,False,False,False,Central air services second floor only. D box is being replaced.,0.0
,2459,CC,2810,17100.0,5,3,1300000.0,6183.571417714416,True,False,False,False,False,See list of detailed updates. 2014: new patio & rear retaining wall w/drainage system & new central A/C. 2019 - HW Tank. 2022 - Replaced steps closest to front door & iron railing + new dishwasher. 2023 - new washing machine. 2024 – Repointed front retaining wall. Roof age unknown but no issues.,0.3
,2141,CC,850,,1,1,775000.0,3330.7459310566514,False,False,False,False,False,Some pics interior & exterior virtually staged. Backyard has been re-seeded in spots. Basement & exterior shed in as-is condition. HVAC & HW tank recently serviced 5/24. No closet door in 3rd bedroom. Shelves in main floor living room & basement bonus room included w/sale. All appliances included.,0.0
,2155,MF,4497,8060.0,4,5,1349000.0,5695.240202343319,False,False,False,False,False,All dates and measurements are for marketing purposes.  Buyers and agent please perform your own due diligence.,0.0
,2445,SF,2612,4931.0,4,4,2990000.0,5816.047655618714,False,False,False,False,False,"Wood floors are ready to be refinished; 12 newer windows, others are older, some storm windows",0.0
,2116,CC,2258,,2,3,4625000.0,5656.549178571159,False,False,True,False,False,"Refrigerator, washer & dryer stay as is condition.",0.2
,2138,CC,1374,,2,2,3100000.0,4684.352066478359,False,False,False,True,False,Buyers and agents must verify all information and perform their own due diligence.,0.1
,2138,CC,353,,0,1,450000.0,2603.801781655688,False,False,False,False,False,"Agent is related to the seller. Seller is looking for delayed closing, right after Labor Day, as rentals are in place for the summer. Much of the furniture and wall decor is negotiable. Title V to be done by seller prior to closing.",0.0
,1801,CC,1921,0.0,3,4,1141455.0,7171.9224814974295,False,False,False,False,False,Fireplace in Dining Room is capped and unusable.,0.0
,2445,MF,4911,3121.0,12,5,2350000.0,5807.331526212864,False,False,False,False,False,Buyer responsible for obtaining the smoke certificate. Property must be listed for 7 calendar days before any offer can be negotiated & accepted.,0.0
,2062,CC,1378,,2,2,615000.0,5177.200603835024,False,False,False,False,False,Yes,0.0
,2138,CC,674,,1,1,679999.0,3343.9032949686657,False,False,False,False,False,Buyer/Buyer's agent to do own due diligence. Listing agency has vested interest. Seller has never occupied the property.,0.0
,1824,SF,1867,41382.0,3,1,549900.0,4986.041413026547,False,False,True,True,False,Property to be SOLD AS IS. Buyer/BA to verify all information. All information was obtained from public records. Seller is related to listing agent.,0.3
,2474,SF,1790,3742.0,3,3,869000.0,5454.577468850683,False,False,False,False,False,Photos are from a furnished model home. Agents must accompany clients on the first visit to receive a commission.,0.0
Winter Hill,2145,SF,2025,2249.0,4,3,1100000.0,,False,False,False,False,False,"Coil in 1st floor air handler is being replaced prior to closing. $395 yearly HOA fee pays for taxes, insurance & maintenance of common land.",0.0
,2143,MF,3603,4179.0,6,4,1995000.0,5796.888202999355,False,False,False,False,False,"Public record show 3 bedrooms. Bonus room on the first floor has flexible use and can be a bedroom, playroom or family room. Floor plans & feature sheet attached.",0.0
,2113,CC,339,339.0,1,1,389499.0,2924.8794333767805,False,False,False,False,False,Photos has been virtually stage. Seller never lived in the property. Buyer/buyer's agent to do their own due diligences.,0.0
,2128,CC,700,,1,1,569000.0,3083.10538288867,True,False,False,False,False,Garage project for structural repairs and exterior waterproofing. Approx amount for this unit estimated at 40k. Seller to pay said amount. Terms to be negotiated by parties. Water heater 2020. Heating 2023 (per previous owner).,0.3
,2139,CC,1245,,2,2,999000.0,4647.967845410197,False,False,False,True,False,Shed AS-IS. Ground floor does not have c/air. Several window screens are torn. Doorbell missing cover. Slider to deck in primary suite has broken thermal sealas does window at top right of stairs on top floor. Buyers and agents must verify all information and perform their own due diligence.,0.1
,2149,CC,802,,2,1,325000.0,3584.890450331997,False,False,False,False,False,Fourth bedroom has a free standing closet.,0.0
,1721,SF,4398,30056.0,3,3,995000.0,7427.543637631268,False,False,False,False,False,All kitchen appliances are 7 years old.,0.0
,2072,SF,1926,10842.0,5,2,459900.0,6534.348251441184,False,False,False,False,False,Buyers/ Buyers agent to perform their own due diligence. Subject to seller finding suitable housing. Square footage is approximate & may not be exact.,0.0
,2021,SF,4800,17685.0,4,4,1399900.0,7526.92397585202,False,False,False,False,False,Sellers have never occupied property.The Reserve at Handy Pond is a 55+ community but only 20% do not need to be 55+.  Some photos are virtually staged,0.0
,2155,MF,2280,3646.0,5,2,949900.0,5306.191290149519,False,False,False,False,False,Central Air on 2nd floor. Kitchen refrigerator ice maker not operable.,0.0
,2026,SF,936,7947.0,3,1,499000.0,4434.383207657311,False,False,False,False,False,This is a rehab opportunity.   Knob and tube wiring active.,0.0
,2019,CC,2250,,2,2,430000.0,5181.063999262578,False,False,False,False,False,"Property being sold as-is. One bedroom on 2nd floor has no heat, the other has electric heat. Hardwood under the carpet in the 2nd bedroom on the 1st floor. OFFER DEADLINE TUESDAY 8/14 @ 5PM. PLEASE GIVE 24 HOURS FOR REVIEW.",0.0
,1824,SF,1667,22651.0,3,2,569000.0,6281.475861772438,False,False,True,False,False,Property Sold as Is. Buyer agent and buyer to do their own diligence.,0.2
,1908,SF,1493,3202.0,4,2,919000.0,5728.547182778877,False,False,False,False,False,Subject to seller finding suitable housing. Solar panels on property (see attachment). Offer deadline: Tuesday 7/30 at noon.,0.0
,1450,CC,2274,1960200.0,2,3,939900.0,6712.945182555661,False,False,False,False,False,Electronic Monitoring equipment present and on premises.,0.0
